Bien_jurídico_afectado,Tipo_Delito,Subtipo,Entidad,Mes,Cantidad,Mes_en,Año,Año-Mes
La vida y la Integridad,Homicidio,Homicidio doloso,Nacional,Enero,2049.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio culposo,Nacional,Enero,1376.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Nacional,Enero,12251.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones culposas,Nacional,Enero,4647.0,January,2024,2024-01-01
La vida y la Integridad,Feminicidio,Feminicidio,Nacional,Enero,62.0,January,2024,2024-01-01
La vida y la Integridad,Aborto,Aborto,Nacional,Enero,83.0,January,2024,2024-01-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Nacional,Enero,1051.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro extorsivo,Nacional,Enero,25.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Nacional,Enero,5.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro para causar daño,Nacional,Enero,8.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro exprés,Nacional,Enero,2.0,January,2024,2024-01-01
La libertad personal,Secuestro,Otro tipo de secuestros,Nacional,Enero,0.0,January,2024,2024-01-01
La libertad personal,Tráfico de menores,Tráfico de menores,Nacional,Enero,0.0,January,2024,2024-01-01
La libertad personal,Rapto,Rapto,Nacional,Enero,12.0,January,2024,2024-01-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Nacional,Enero,2300.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Nacional,Enero,2389.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Nacional,Enero,857.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Nacional,Enero,253.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Nacional,Enero,1016.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Nacional,Enero,440.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Incesto,Incesto,Nacional,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Nacional,Enero,1091.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a casa habitación,Nacional,Enero,4285.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de vehículo automotor,Nacional,Enero,11883.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de autopartes,Nacional,Enero,2098.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transportista,Nacional,Enero,728.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Nacional,Enero,4914.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Nacional,Enero,684.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público individual,Nacional,Enero,203.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público colectivo,Nacional,Enero,952.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte individual,Nacional,Enero,1146.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a institución bancaria,Nacional,Enero,14.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a negocio,Nacional,Enero,6934.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de ganado,Nacional,Enero,252.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de maquinaria,Nacional,Enero,99.0,January,2024,2024-01-01
El patrimonio,Robo total,Otros robos,Nacional,Enero,14488.0,January,2024,2024-01-01
El patrimonio,Fraude,Fraude,Nacional,Enero,11111.0,January,2024,2024-01-01
El patrimonio,Abuso de confianza,Abuso de confianza,Nacional,Enero,2530.0,January,2024,2024-01-01
El patrimonio,Extorsión,Extorsión,Nacional,Enero,851.0,January,2024,2024-01-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Nacional,Enero,11605.0,January,2024,2024-01-01
El patrimonio,Despojo,Despojo,Nacional,Enero,2186.0,January,2024,2024-01-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Nacional,Enero,1183.0,January,2024,2024-01-01
La familia,Violencia familiar,Violencia familiar,Nacional,Enero,20818.0,January,2024,2024-01-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Nacional,Enero,523.0,January,2024,2024-01-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Nacional,Enero,2224.0,January,2024,2024-01-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Nacional,Enero,1014.0,January,2024,2024-01-01
La sociedad,Corrupción de menores,Corrupción de menores,Nacional,Enero,177.0,January,2024,2024-01-01
La sociedad,Trata de personas,Trata de personas,Nacional,Enero,42.0,January,2024,2024-01-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Nacional,Enero,451.0,January,2024,2024-01-01
Otros,Narcomenudeo,Narcomenudeo,Nacional,Enero,7905.0,January,2024,2024-01-01
Otros,Amenazas,Amenazas,Nacional,Enero,10582.0,January,2024,2024-01-01
Otros,Allanamiento de morada,Allanamiento de morada,Nacional,Enero,1140.0,January,2024,2024-01-01
Otros,Evasión de presos,Evasión de presos,Nacional,Enero,4.0,January,2024,2024-01-01
Otros,Falsedad,Falsedad,Nacional,Enero,368.0,January,2024,2024-01-01
Otros,Falsificación,Falsificación,Nacional,Enero,1098.0,January,2024,2024-01-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Nacional,Enero,173.0,January,2024,2024-01-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Nacional,Enero,1531.0,January,2024,2024-01-01
Otros,Electorales,Electorales,Nacional,Enero,75.0,January,2024,2024-01-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Nacional,Enero,17691.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio doloso,Aguascalientes,Enero,6.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio culposo,Aguascalientes,Enero,14.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Aguascalientes,Enero,255.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones culposas,Aguascalientes,Enero,115.0,January,2024,2024-01-01
La vida y la Integridad,Feminicidio,Feminicidio,Aguascalientes,Enero,1.0,January,2024,2024-01-01
La vida y la Integridad,Aborto,Aborto,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Aguascalientes,Enero,2.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro extorsivo,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro para causar daño,Aguascalientes,Enero,1.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro exprés,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Otro tipo de secuestros,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La libertad personal,Tráfico de menores,Tráfico de menores,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La libertad personal,Rapto,Rapto,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Aguascalientes,Enero,32.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Aguascalientes,Enero,10.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Aguascalientes,Enero,16.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Aguascalientes,Enero,7.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Incesto,Incesto,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Aguascalientes,Enero,45.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a casa habitación,Aguascalientes,Enero,200.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de vehículo automotor,Aguascalientes,Enero,105.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de autopartes,Aguascalientes,Enero,108.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transportista,Aguascalientes,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Aguascalientes,Enero,145.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Aguascalientes,Enero,2.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público individual,Aguascalientes,Enero,16.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público colectivo,Aguascalientes,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte individual,Aguascalientes,Enero,3.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a institución bancaria,Aguascalientes,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a negocio,Aguascalientes,Enero,191.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de ganado,Aguascalientes,Enero,11.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de maquinaria,Aguascalientes,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Otros robos,Aguascalientes,Enero,153.0,January,2024,2024-01-01
El patrimonio,Fraude,Fraude,Aguascalientes,Enero,301.0,January,2024,2024-01-01
El patrimonio,Abuso de confianza,Abuso de confianza,Aguascalientes,Enero,66.0,January,2024,2024-01-01
El patrimonio,Extorsión,Extorsión,Aguascalientes,Enero,7.0,January,2024,2024-01-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Aguascalientes,Enero,459.0,January,2024,2024-01-01
El patrimonio,Despojo,Despojo,Aguascalientes,Enero,36.0,January,2024,2024-01-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Aguascalientes,Enero,14.0,January,2024,2024-01-01
La familia,Violencia familiar,Violencia familiar,Aguascalientes,Enero,228.0,January,2024,2024-01-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Aguascalientes,Enero,3.0,January,2024,2024-01-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Aguascalientes,Enero,32.0,January,2024,2024-01-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La sociedad,Corrupción de menores,Corrupción de menores,Aguascalientes,Enero,3.0,January,2024,2024-01-01
La sociedad,Trata de personas,Trata de personas,Aguascalientes,Enero,0.0,January,2024,2024-01-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Aguascalientes,Enero,0.0,January,2024,2024-01-01
Otros,Narcomenudeo,Narcomenudeo,Aguascalientes,Enero,191.0,January,2024,2024-01-01
Otros,Amenazas,Amenazas,Aguascalientes,Enero,287.0,January,2024,2024-01-01
Otros,Allanamiento de morada,Allanamiento de morada,Aguascalientes,Enero,46.0,January,2024,2024-01-01
Otros,Evasión de presos,Evasión de presos,Aguascalientes,Enero,0.0,January,2024,2024-01-01
Otros,Falsedad,Falsedad,Aguascalientes,Enero,8.0,January,2024,2024-01-01
Otros,Falsificación,Falsificación,Aguascalientes,Enero,15.0,January,2024,2024-01-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Aguascalientes,Enero,11.0,January,2024,2024-01-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Aguascalientes,Enero,49.0,January,2024,2024-01-01
Otros,Electorales,Electorales,Aguascalientes,Enero,0.0,January,2024,2024-01-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Aguascalientes,Enero,287.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio doloso,Baja California ,Enero,173.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio culposo,Baja California ,Enero,37.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Baja California ,Enero,413.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones culposas,Baja California ,Enero,148.0,January,2024,2024-01-01
La vida y la Integridad,Feminicidio,Feminicidio,Baja California ,Enero,0.0,January,2024,2024-01-01
La vida y la Integridad,Aborto,Aborto,Baja California ,Enero,2.0,January,2024,2024-01-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Baja California ,Enero,198.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro extorsivo,Baja California ,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Baja California ,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro para causar daño,Baja California ,Enero,1.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro exprés,Baja California ,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Otro tipo de secuestros,Baja California ,Enero,0.0,January,2024,2024-01-01
La libertad personal,Tráfico de menores,Tráfico de menores,Baja California ,Enero,0.0,January,2024,2024-01-01
La libertad personal,Rapto,Rapto,Baja California ,Enero,0.0,January,2024,2024-01-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Baja California ,Enero,266.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Baja California ,Enero,111.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Baja California ,Enero,13.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Baja California ,Enero,122.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Baja California ,Enero,41.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Baja California ,Enero,18.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Incesto,Incesto,Baja California ,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Baja California ,Enero,97.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a casa habitación,Baja California ,Enero,260.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de vehículo automotor,Baja California ,Enero,1074.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de autopartes,Baja California ,Enero,18.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transportista,Baja California ,Enero,4.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Baja California ,Enero,605.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Baja California ,Enero,4.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público individual,Baja California ,Enero,8.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público colectivo,Baja California ,Enero,4.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte individual,Baja California ,Enero,4.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a institución bancaria,Baja California ,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a negocio,Baja California ,Enero,489.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de ganado,Baja California ,Enero,3.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de maquinaria,Baja California ,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Otros robos,Baja California ,Enero,628.0,January,2024,2024-01-01
El patrimonio,Fraude,Fraude,Baja California ,Enero,319.0,January,2024,2024-01-01
El patrimonio,Abuso de confianza,Abuso de confianza,Baja California ,Enero,41.0,January,2024,2024-01-01
El patrimonio,Extorsión,Extorsión,Baja California ,Enero,6.0,January,2024,2024-01-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Baja California ,Enero,808.0,January,2024,2024-01-01
El patrimonio,Despojo,Despojo,Baja California ,Enero,102.0,January,2024,2024-01-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Baja California ,Enero,143.0,January,2024,2024-01-01
La familia,Violencia familiar,Violencia familiar,Baja California ,Enero,1102.0,January,2024,2024-01-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Baja California ,Enero,0.0,January,2024,2024-01-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Baja California ,Enero,68.0,January,2024,2024-01-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Baja California ,Enero,94.0,January,2024,2024-01-01
La sociedad,Corrupción de menores,Corrupción de menores,Baja California ,Enero,26.0,January,2024,2024-01-01
La sociedad,Trata de personas,Trata de personas,Baja California ,Enero,2.0,January,2024,2024-01-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Baja California ,Enero,8.0,January,2024,2024-01-01
Otros,Narcomenudeo,Narcomenudeo,Baja California ,Enero,807.0,January,2024,2024-01-01
Otros,Amenazas,Amenazas,Baja California ,Enero,508.0,January,2024,2024-01-01
Otros,Allanamiento de morada,Allanamiento de morada,Baja California ,Enero,261.0,January,2024,2024-01-01
Otros,Evasión de presos,Evasión de presos,Baja California ,Enero,0.0,January,2024,2024-01-01
Otros,Falsedad,Falsedad,Baja California ,Enero,15.0,January,2024,2024-01-01
Otros,Falsificación,Falsificación,Baja California ,Enero,33.0,January,2024,2024-01-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Baja California ,Enero,0.0,January,2024,2024-01-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Baja California ,Enero,52.0,January,2024,2024-01-01
Otros,Electorales,Electorales,Baja California ,Enero,3.0,January,2024,2024-01-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Baja California ,Enero,790.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio doloso,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio culposo,Baja California Sur,Enero,8.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Baja California Sur,Enero,130.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones culposas,Baja California Sur,Enero,47.0,January,2024,2024-01-01
La vida y la Integridad,Feminicidio,Feminicidio,Baja California Sur,Enero,1.0,January,2024,2024-01-01
La vida y la Integridad,Aborto,Aborto,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Baja California Sur,Enero,20.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro extorsivo,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro para causar daño,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro exprés,Baja California Sur,Enero,1.0,January,2024,2024-01-01
La libertad personal,Secuestro,Otro tipo de secuestros,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La libertad personal,Tráfico de menores,Tráfico de menores,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La libertad personal,Rapto,Rapto,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Baja California Sur,Enero,8.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Baja California Sur,Enero,44.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Baja California Sur,Enero,10.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Baja California Sur,Enero,12.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Baja California Sur,Enero,2.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Incesto,Incesto,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Baja California Sur,Enero,15.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a casa habitación,Baja California Sur,Enero,109.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de vehículo automotor,Baja California Sur,Enero,52.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de autopartes,Baja California Sur,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transportista,Baja California Sur,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Baja California Sur,Enero,9.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Baja California Sur,Enero,4.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público individual,Baja California Sur,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público colectivo,Baja California Sur,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte individual,Baja California Sur,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a institución bancaria,Baja California Sur,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a negocio,Baja California Sur,Enero,44.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de ganado,Baja California Sur,Enero,2.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de maquinaria,Baja California Sur,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Otros robos,Baja California Sur,Enero,259.0,January,2024,2024-01-01
El patrimonio,Fraude,Fraude,Baja California Sur,Enero,158.0,January,2024,2024-01-01
El patrimonio,Abuso de confianza,Abuso de confianza,Baja California Sur,Enero,33.0,January,2024,2024-01-01
El patrimonio,Extorsión,Extorsión,Baja California Sur,Enero,4.0,January,2024,2024-01-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Baja California Sur,Enero,160.0,January,2024,2024-01-01
El patrimonio,Despojo,Despojo,Baja California Sur,Enero,27.0,January,2024,2024-01-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Baja California Sur,Enero,28.0,January,2024,2024-01-01
La familia,Violencia familiar,Violencia familiar,Baja California Sur,Enero,220.0,January,2024,2024-01-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Baja California Sur,Enero,1.0,January,2024,2024-01-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Baja California Sur,Enero,67.0,January,2024,2024-01-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Baja California Sur,Enero,24.0,January,2024,2024-01-01
La sociedad,Corrupción de menores,Corrupción de menores,Baja California Sur,Enero,5.0,January,2024,2024-01-01
La sociedad,Trata de personas,Trata de personas,Baja California Sur,Enero,0.0,January,2024,2024-01-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Baja California Sur,Enero,0.0,January,2024,2024-01-01
Otros,Narcomenudeo,Narcomenudeo,Baja California Sur,Enero,70.0,January,2024,2024-01-01
Otros,Amenazas,Amenazas,Baja California Sur,Enero,154.0,January,2024,2024-01-01
Otros,Allanamiento de morada,Allanamiento de morada,Baja California Sur,Enero,18.0,January,2024,2024-01-01
Otros,Evasión de presos,Evasión de presos,Baja California Sur,Enero,0.0,January,2024,2024-01-01
Otros,Falsedad,Falsedad,Baja California Sur,Enero,34.0,January,2024,2024-01-01
Otros,Falsificación,Falsificación,Baja California Sur,Enero,4.0,January,2024,2024-01-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Baja California Sur,Enero,0.0,January,2024,2024-01-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Baja California Sur,Enero,25.0,January,2024,2024-01-01
Otros,Electorales,Electorales,Baja California Sur,Enero,1.0,January,2024,2024-01-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Baja California Sur,Enero,81.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio doloso,Campeche,Enero,11.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio culposo,Campeche,Enero,6.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Campeche,Enero,201.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones culposas,Campeche,Enero,91.0,January,2024,2024-01-01
La vida y la Integridad,Feminicidio,Feminicidio,Campeche,Enero,1.0,January,2024,2024-01-01
La vida y la Integridad,Aborto,Aborto,Campeche,Enero,0.0,January,2024,2024-01-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Campeche,Enero,25.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro extorsivo,Campeche,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Campeche,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro para causar daño,Campeche,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro exprés,Campeche,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Otro tipo de secuestros,Campeche,Enero,0.0,January,2024,2024-01-01
La libertad personal,Tráfico de menores,Tráfico de menores,Campeche,Enero,0.0,January,2024,2024-01-01
La libertad personal,Rapto,Rapto,Campeche,Enero,0.0,January,2024,2024-01-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Campeche,Enero,26.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Campeche,Enero,20.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Campeche,Enero,6.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Campeche,Enero,3.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Campeche,Enero,8.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Campeche,Enero,15.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Incesto,Incesto,Campeche,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Campeche,Enero,2.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a casa habitación,Campeche,Enero,83.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de vehículo automotor,Campeche,Enero,39.0,January,2024,2024-01-01
