Bien_jurídico_afectado,Tipo_Delito,Subtipo,Entidad,Mes,Cantidad,Mes_en,Año,Año-Mes
Otros,Electorales,Electorales,Tamaulipas,Octubre,0.0,October,2024,2024-10-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Tamaulipas,Octubre,189.0,October,2024,2024-10-01
La vida y la Integridad,Homicidio,Homicidio doloso,Tlaxcala,Octubre,9.0,October,2024,2024-10-01
La vida y la Integridad,Homicidio,Homicidio culposo,Tlaxcala,Octubre,1.0,October,2024,2024-10-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Tlaxcala,Octubre,11.0,October,2024,2024-10-01
La vida y la Integridad,Lesiones,Lesiones culposas,Tlaxcala,Octubre,6.0,October,2024,2024-10-01
La vida y la Integridad,Feminicidio,Feminicidio,Tlaxcala,Octubre,2.0,October,2024,2024-10-01
La vida y la Integridad,Aborto,Aborto,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro extorsivo,Tlaxcala,Octubre,1.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro para causar daño,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro exprés,Tlaxcala,Octubre,1.0,October,2024,2024-10-01
La libertad personal,Secuestro,Otro tipo de secuestros,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Tráfico de menores,Tráfico de menores,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Rapto,Rapto,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Tlaxcala,Octubre,2.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Tlaxcala,Octubre,1.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Tlaxcala,Octubre,3.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Incesto,Incesto,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a casa habitación,Tlaxcala,Octubre,26.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de vehículo automotor,Tlaxcala,Octubre,118.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de autopartes,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transportista,Tlaxcala,Octubre,5.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Tlaxcala,Octubre,15.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Tlaxcala,Octubre,1.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte público individual,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte público colectivo,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte individual,Tlaxcala,Octubre,1.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a institución bancaria,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a negocio,Tlaxcala,Octubre,12.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de ganado,Tlaxcala,Octubre,1.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de maquinaria,Tlaxcala,Octubre,3.0,October,2024,2024-10-01
El patrimonio,Robo total,Otros robos,Tlaxcala,Octubre,17.0,October,2024,2024-10-01
El patrimonio,Fraude,Fraude,Tlaxcala,Octubre,2.0,October,2024,2024-10-01
El patrimonio,Abuso de confianza,Abuso de confianza,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Extorsión,Extorsión,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Tlaxcala,Octubre,7.0,October,2024,2024-10-01
El patrimonio,Despojo,Despojo,Tlaxcala,Octubre,1.0,October,2024,2024-10-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Tlaxcala,Octubre,1.0,October,2024,2024-10-01
La familia,Violencia familiar,Violencia familiar,Tlaxcala,Octubre,2.0,October,2024,2024-10-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Tlaxcala,Octubre,2.0,October,2024,2024-10-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Tlaxcala,Octubre,1.0,October,2024,2024-10-01
La sociedad,Corrupción de menores,Corrupción de menores,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La sociedad,Trata de personas,Trata de personas,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
Otros,Narcomenudeo,Narcomenudeo,Tlaxcala,Octubre,3.0,October,2024,2024-10-01
Otros,Amenazas,Amenazas,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
Otros,Allanamiento de morada,Allanamiento de morada,Tlaxcala,Octubre,6.0,October,2024,2024-10-01
Otros,Evasión de presos,Evasión de presos,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
Otros,Falsedad,Falsedad,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
Otros,Falsificación,Falsificación,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
Otros,Electorales,Electorales,Tlaxcala,Octubre,0.0,October,2024,2024-10-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Tlaxcala,Octubre,12.0,October,2024,2024-10-01
La vida y la Integridad,Homicidio,Homicidio doloso,Veracruz,Octubre,57.0,October,2024,2024-10-01
La vida y la Integridad,Homicidio,Homicidio culposo,Veracruz,Octubre,73.0,October,2024,2024-10-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Veracruz,Octubre,557.0,October,2024,2024-10-01
La vida y la Integridad,Lesiones,Lesiones culposas,Veracruz,Octubre,201.0,October,2024,2024-10-01
La vida y la Integridad,Feminicidio,Feminicidio,Veracruz,Octubre,5.0,October,2024,2024-10-01
La vida y la Integridad,Aborto,Aborto,Veracruz,Octubre,1.0,October,2024,2024-10-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Veracruz,Octubre,15.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro extorsivo,Veracruz,Octubre,2.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Veracruz,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro para causar daño,Veracruz,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro exprés,Veracruz,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Otro tipo de secuestros,Veracruz,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Tráfico de menores,Tráfico de menores,Veracruz,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Rapto,Rapto,Veracruz,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Veracruz,Octubre,128.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Veracruz,Octubre,103.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Veracruz,Octubre,43.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Veracruz,Octubre,2.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Veracruz,Octubre,37.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Veracruz,Octubre,4.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Incesto,Incesto,Veracruz,Octubre,0.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Veracruz,Octubre,122.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a casa habitación,Veracruz,Octubre,173.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de vehículo automotor,Veracruz,Octubre,382.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de autopartes,Veracruz,Octubre,4.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transportista,Veracruz,Octubre,8.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Veracruz,Octubre,117.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Veracruz,Octubre,34.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte público individual,Veracruz,Octubre,7.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte público colectivo,Veracruz,Octubre,3.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte individual,Veracruz,Octubre,9.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a institución bancaria,Veracruz,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a negocio,Veracruz,Octubre,392.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de ganado,Veracruz,Octubre,20.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de maquinaria,Veracruz,Octubre,6.0,October,2024,2024-10-01
El patrimonio,Robo total,Otros robos,Veracruz,Octubre,244.0,October,2024,2024-10-01
El patrimonio,Fraude,Fraude,Veracruz,Octubre,278.0,October,2024,2024-10-01
El patrimonio,Abuso de confianza,Abuso de confianza,Veracruz,Octubre,81.0,October,2024,2024-10-01
El patrimonio,Extorsión,Extorsión,Veracruz,Octubre,81.0,October,2024,2024-10-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Veracruz,Octubre,470.0,October,2024,2024-10-01
El patrimonio,Despojo,Despojo,Veracruz,Octubre,117.0,October,2024,2024-10-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Veracruz,Octubre,46.0,October,2024,2024-10-01
La familia,Violencia familiar,Violencia familiar,Veracruz,Octubre,880.0,October,2024,2024-10-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Veracruz,Octubre,159.0,October,2024,2024-10-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Veracruz,Octubre,91.0,October,2024,2024-10-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Veracruz,Octubre,65.0,October,2024,2024-10-01
La sociedad,Corrupción de menores,Corrupción de menores,Veracruz,Octubre,3.0,October,2024,2024-10-01
La sociedad,Trata de personas,Trata de personas,Veracruz,Octubre,0.0,October,2024,2024-10-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Veracruz,Octubre,0.0,October,2024,2024-10-01
Otros,Narcomenudeo,Narcomenudeo,Veracruz,Octubre,203.0,October,2024,2024-10-01
Otros,Amenazas,Amenazas,Veracruz,Octubre,618.0,October,2024,2024-10-01
Otros,Allanamiento de morada,Allanamiento de morada,Veracruz,Octubre,67.0,October,2024,2024-10-01
Otros,Evasión de presos,Evasión de presos,Veracruz,Octubre,0.0,October,2024,2024-10-01
Otros,Falsedad,Falsedad,Veracruz,Octubre,37.0,October,2024,2024-10-01
Otros,Falsificación,Falsificación,Veracruz,Octubre,34.0,October,2024,2024-10-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Veracruz,Octubre,2.0,October,2024,2024-10-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Veracruz,Octubre,35.0,October,2024,2024-10-01
Otros,Electorales,Electorales,Veracruz,Octubre,0.0,October,2024,2024-10-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Veracruz,Octubre,332.0,October,2024,2024-10-01
La vida y la Integridad,Homicidio,Homicidio doloso,Yucatán,Octubre,5.0,October,2024,2024-10-01
La vida y la Integridad,Homicidio,Homicidio culposo,Yucatán,Octubre,12.0,October,2024,2024-10-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Yucatán,Octubre,14.0,October,2024,2024-10-01
La vida y la Integridad,Lesiones,Lesiones culposas,Yucatán,Octubre,3.0,October,2024,2024-10-01
La vida y la Integridad,Feminicidio,Feminicidio,Yucatán,Octubre,1.0,October,2024,2024-10-01
La vida y la Integridad,Aborto,Aborto,Yucatán,Octubre,0.0,October,2024,2024-10-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Yucatán,Octubre,1.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro extorsivo,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro para causar daño,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro exprés,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Otro tipo de secuestros,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Tráfico de menores,Tráfico de menores,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Rapto,Rapto,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Yucatán,Octubre,11.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Yucatán,Octubre,4.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Yucatán,Octubre,7.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Incesto,Incesto,Yucatán,Octubre,0.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Yucatán,Octubre,1.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a casa habitación,Yucatán,Octubre,7.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de vehículo automotor,Yucatán,Octubre,11.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de autopartes,Yucatán,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transportista,Yucatán,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Yucatán,Octubre,2.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Yucatán,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte público individual,Yucatán,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte público colectivo,Yucatán,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte individual,Yucatán,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a institución bancaria,Yucatán,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a negocio,Yucatán,Octubre,12.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de ganado,Yucatán,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de maquinaria,Yucatán,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Otros robos,Yucatán,Octubre,6.0,October,2024,2024-10-01
El patrimonio,Fraude,Fraude,Yucatán,Octubre,10.0,October,2024,2024-10-01
El patrimonio,Abuso de confianza,Abuso de confianza,Yucatán,Octubre,8.0,October,2024,2024-10-01
El patrimonio,Extorsión,Extorsión,Yucatán,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Yucatán,Octubre,47.0,October,2024,2024-10-01
El patrimonio,Despojo,Despojo,Yucatán,Octubre,4.0,October,2024,2024-10-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Yucatán,Octubre,0.0,October,2024,2024-10-01
La familia,Violencia familiar,Violencia familiar,Yucatán,Octubre,27.0,October,2024,2024-10-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Yucatán,Octubre,4.0,October,2024,2024-10-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Yucatán,Octubre,14.0,October,2024,2024-10-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Yucatán,Octubre,3.0,October,2024,2024-10-01
La sociedad,Corrupción de menores,Corrupción de menores,Yucatán,Octubre,0.0,October,2024,2024-10-01
La sociedad,Trata de personas,Trata de personas,Yucatán,Octubre,0.0,October,2024,2024-10-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Yucatán,Octubre,0.0,October,2024,2024-10-01
Otros,Narcomenudeo,Narcomenudeo,Yucatán,Octubre,33.0,October,2024,2024-10-01
Otros,Amenazas,Amenazas,Yucatán,Octubre,64.0,October,2024,2024-10-01
Otros,Allanamiento de morada,Allanamiento de morada,Yucatán,Octubre,1.0,October,2024,2024-10-01
Otros,Evasión de presos,Evasión de presos,Yucatán,Octubre,0.0,October,2024,2024-10-01
Otros,Falsedad,Falsedad,Yucatán,Octubre,0.0,October,2024,2024-10-01
Otros,Falsificación,Falsificación,Yucatán,Octubre,0.0,October,2024,2024-10-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Yucatán,Octubre,1.0,October,2024,2024-10-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Yucatán,Octubre,2.0,October,2024,2024-10-01
Otros,Electorales,Electorales,Yucatán,Octubre,0.0,October,2024,2024-10-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Yucatán,Octubre,33.0,October,2024,2024-10-01
La vida y la Integridad,Homicidio,Homicidio doloso,Zacatecas,Octubre,23.0,October,2024,2024-10-01
La vida y la Integridad,Homicidio,Homicidio culposo,Zacatecas,Octubre,39.0,October,2024,2024-10-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Zacatecas,Octubre,149.0,October,2024,2024-10-01
La vida y la Integridad,Lesiones,Lesiones culposas,Zacatecas,Octubre,103.0,October,2024,2024-10-01
La vida y la Integridad,Feminicidio,Feminicidio,Zacatecas,Octubre,2.0,October,2024,2024-10-01
La vida y la Integridad,Aborto,Aborto,Zacatecas,Octubre,0.0,October,2024,2024-10-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Zacatecas,Octubre,31.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro extorsivo,Zacatecas,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Zacatecas,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro para causar daño,Zacatecas,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Secuestro exprés,Zacatecas,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Secuestro,Otro tipo de secuestros,Zacatecas,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Tráfico de menores,Tráfico de menores,Zacatecas,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Rapto,Rapto,Zacatecas,Octubre,0.0,October,2024,2024-10-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Zacatecas,Octubre,49.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Zacatecas,Octubre,45.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Zacatecas,Octubre,16.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Zacatecas,Octubre,2.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Zacatecas,Octubre,19.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Zacatecas,Octubre,14.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Incesto,Incesto,Zacatecas,Octubre,0.0,October,2024,2024-10-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Zacatecas,Octubre,17.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a casa habitación,Zacatecas,Octubre,30.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de vehículo automotor,Zacatecas,Octubre,132.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de autopartes,Zacatecas,Octubre,2.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transportista,Zacatecas,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Zacatecas,Octubre,5.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Zacatecas,Octubre,1.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte público individual,Zacatecas,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte público colectivo,Zacatecas,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo en transporte individual,Zacatecas,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a institución bancaria,Zacatecas,Octubre,0.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo a negocio,Zacatecas,Octubre,30.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de ganado,Zacatecas,Octubre,8.0,October,2024,2024-10-01
El patrimonio,Robo total,Robo de maquinaria,Zacatecas,Octubre,2.0,October,2024,2024-10-01
El patrimonio,Robo total,Otros robos,Zacatecas,Octubre,235.0,October,2024,2024-10-01
El patrimonio,Fraude,Fraude,Zacatecas,Octubre,144.0,October,2024,2024-10-01
El patrimonio,Abuso de confianza,Abuso de confianza,Zacatecas,Octubre,25.0,October,2024,2024-10-01
El patrimonio,Extorsión,Extorsión,Zacatecas,Octubre,3.0,October,2024,2024-10-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Zacatecas,Octubre,221.0,October,2024,2024-10-01
El patrimonio,Despojo,Despojo,Zacatecas,Octubre,31.0,October,2024,2024-10-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Zacatecas,Octubre,5.0,October,2024,2024-10-01
La familia,Violencia familiar,Violencia familiar,Zacatecas,Octubre,282.0,October,2024,2024-10-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Zacatecas,Octubre,0.0,October,2024,2024-10-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Zacatecas,Octubre,70.0,October,2024,2024-10-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Zacatecas,Octubre,12.0,October,2024,2024-10-01
La sociedad,Corrupción de menores,Corrupción de menores,Zacatecas,Octubre,3.0,October,2024,2024-10-01
La sociedad,Trata de personas,Trata de personas,Zacatecas,Octubre,1.0,October,2024,2024-10-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Zacatecas,Octubre,0.0,October,2024,2024-10-01
Otros,Narcomenudeo,Narcomenudeo,Zacatecas,Octubre,47.0,October,2024,2024-10-01
Otros,Amenazas,Amenazas,Zacatecas,Octubre,122.0,October,2024,2024-10-01
Otros,Allanamiento de morada,Allanamiento de morada,Zacatecas,Octubre,9.0,October,2024,2024-10-01
Otros,Evasión de presos,Evasión de presos,Zacatecas,Octubre,0.0,October,2024,2024-10-01
Otros,Falsedad,Falsedad,Zacatecas,Octubre,27.0,October,2024,2024-10-01
Otros,Falsificación,Falsificación,Zacatecas,Octubre,19.0,October,2024,2024-10-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Zacatecas,Octubre,0.0,October,2024,2024-10-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Zacatecas,Octubre,26.0,October,2024,2024-10-01
Otros,Electorales,Electorales,Zacatecas,Octubre,0.0,October,2024,2024-10-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Zacatecas,Octubre,203.0,October,2024,2024-10-01
La vida y la Integridad,Homicidio,Homicidio doloso,Nacional,Noviembre,2049.0,November,2024,2024-11-01
La vida y la Integridad,Homicidio,Homicidio culposo,Nacional,Noviembre,1467.0,November,2024,2024-11-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Nacional,Noviembre,13179.0,November,2024,2024-11-01
La vida y la Integridad,Lesiones,Lesiones culposas,Nacional,Noviembre,4618.0,November,2024,2024-11-01
La vida y la Integridad,Feminicidio,Feminicidio,Nacional,Noviembre,63.0,November,2024,2024-11-01
La vida y la Integridad,Aborto,Aborto,Nacional,Noviembre,74.0,November,2024,2024-11-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Nacional,Noviembre,1100.0,November,2024,2024-11-01
La libertad personal,Secuestro,Secuestro extorsivo,Nacional,Noviembre,41.0,November,2024,2024-11-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Nacional,Noviembre,4.0,November,2024,2024-11-01
La libertad personal,Secuestro,Secuestro para causar daño,Nacional,Noviembre,1.0,November,2024,2024-11-01
La libertad personal,Secuestro,Secuestro exprés,Nacional,Noviembre,8.0,November,2024,2024-11-01
La libertad personal,Secuestro,Otro tipo de secuestros,Nacional,Noviembre,0.0,November,2024,2024-11-01
La libertad personal,Tráfico de menores,Tráfico de menores,Nacional,Noviembre,3.0,November,2024,2024-11-01
La libertad personal,Rapto,Rapto,Nacional,Noviembre,7.0,November,2024,2024-11-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Nacional,Noviembre,2002.0,November,2024,2024-11-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Nacional,Noviembre,2841.0,November,2024,2024-11-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Nacional,Noviembre,1004.0,November,2024,2024-11-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Nacional,Noviembre,234.0,November,2024,2024-11-01
